,subject,initial_distance,result_distance
49,BraTSReg_050,1.6666666666666667,1.1470120747884114
50,BraTSReg_051,2.8333333333333335,1.7746874491373699
51,BraTSReg_052,1.6666666666666667,1.9006245930989583
52,BraTSReg_053,1.0,0.9583040873209635
53,BraTSReg_054,5.0,6.3511199951171875
54,BraTSReg_055,1.6666666666666667,0.8607858022054037
55,BraTSReg_056,2.3333333333333335,0.8786570231119791
56,BraTSReg_057,1.0,1.1189422607421875
57,BraTSReg_058,2.0,1.5911108652750652
58,BraTSReg_059,1.5,1.3480466206868489
59,BraTSReg_060,1.1666666666666667,0.7939834594726562
60,BraTSReg_061,1.6666666666666667,1.0770899454752605
61,BraTSReg_062,1.1666666666666667,0.6866426467895508
62,BraTSReg_063,2.0,1.7052300771077473
63,BraTSReg_064,1.5,1.1044642130533855
64,BraTSReg_065,0.8333333333333334,0.7366428375244141
65,BraTSReg_066,2.0,0.8453178405761719
66,BraTSReg_067,1.1666666666666667,0.7045586903889974
67,BraTSReg_068,1.1666666666666667,0.8966337839762369
68,BraTSReg_069,1.6666666666666667,1.1402123769124348
69,BraTSReg_070,1.1666666666666667,0.8769111633300781
70,BraTSReg_071,1.8333333333333333,2.099400838216146
71,BraTSReg_072,1.6666666666666667,0.99554443359375
72,BraTSReg_073,2.3333333333333335,0.925103505452474
73,BraTSReg_074,0.8333333333333334,1.2666816711425781
74,BraTSReg_075,1.0,0.6661415100097656
75,BraTSReg_076,2.3333333333333335,1.3584874471028645
76,BraTSReg_077,1.6666666666666667,0.9819437662760416
77,BraTSReg_078,2.6666666666666665,1.753631591796875
78,BraTSReg_079,2.6666666666666665,1.7499682108561199
79,BraTSReg_080,1.0,0.652032216389974
80,BraTSReg_081,1.1666666666666667,0.8036092122395834
81,BraTSReg_082,1.1666666666666667,0.8010272979736328
82,BraTSReg_083,1.3333333333333333,0.9794845581054688
83,BraTSReg_084,5.5,1.0945014953613281
84,BraTSReg_085,1.0,0.711181640625
85,BraTSReg_086,1.1666666666666667,0.7708110809326172
86,BraTSReg_087,1.1666666666666667,0.6237665812174479
87,BraTSReg_088,2.3333333333333335,0.6828511555989584
88,BraTSReg_089,0.8333333333333334,1.4131584167480469
89,BraTSReg_090,1.0,0.953759511311849
90,BraTSReg_091,1.3333333333333333,1.0299008687337239
91,BraTSReg_092,1.0,0.470489501953125
92,BraTSReg_093,1.0,2.5767428080240884
93,BraTSReg_094,2.6666666666666665,1.3525594075520833
94,BraTSReg_095,1.3333333333333333,0.7711048126220703
95,BraTSReg_096,1.3333333333333333,1.5403340657552083
96,BraTSReg_097,2.0,1.1830062866210938
97,BraTSReg_098,2.6666666666666665,0.8904685974121094
98,BraTSReg_099,2.6666666666666665,1.7768402099609375
99,BraTSReg_100,8.833333333333334,1.1486269632975261
100,BraTSReg_101,6.5,2.323129653930664
101,BraTSReg_102,6.0,0.7870229085286459
102,BraTSReg_103,8.333333333333334,1.1375961303710938
103,BraTSReg_104,6.666666666666667,1.0392672220865886
104,BraTSReg_105,5.5,3.945123036702474
105,BraTSReg_106,3.8333333333333335,2.6545066833496094
106,BraTSReg_107,13.0,1.6986287434895833
107,BraTSReg_108,4.0,1.21551513671875
108,BraTSReg_109,4.833333333333333,0.9710222880045573
109,BraTSReg_110,2.5,1.2264976501464844
110,BraTSReg_111,3.3333333333333335,1.3928693135579426
111,BraTSReg_112,5.5,1.4250284830729167
112,BraTSReg_113,7.5,1.4936351776123047
113,BraTSReg_114,4.166666666666667,1.0872917175292969
114,BraTSReg_115,6.0,3.7163925170898438
115,BraTSReg_116,6.333333333333333,1.6531263987223308
116,BraTSReg_117,3.3333333333333335,1.3392149607340496
117,BraTSReg_118,2.3333333333333335,0.8722699483235677
118,BraTSReg_119,2.8333333333333335,1.7605851491292317
119,BraTSReg_120,7.0,1.0403245290120442
120,BraTSReg_121,3.8333333333333335,1.7713336944580078
121,BraTSReg_122,3.3333333333333335,1.180331548055013
122,BraTSReg_123,4.5,0.8610655466715494
123,BraTSReg_124,4.333333333333333,1.4206225077311199
124,BraTSReg_125,3.1666666666666665,0.633233388264974
125,BraTSReg_126,6.333333333333333,1.8968747456868489
126,BraTSReg_127,9.333333333333334,0.6798756917317709
127,BraTSReg_128,5.333333333333333,0.7855656941731771
128,BraTSReg_129,2.8333333333333335,0.9928906758626302
129,BraTSReg_130,3.8333333333333335,1.2241490681966145
130,BraTSReg_131,6.0,1.1918449401855469
131,BraTSReg_132,6.166666666666667,1.7611325581868489
132,BraTSReg_133,4.0,1.0490652720133464
133,BraTSReg_134,7.833333333333333,1.1421216328938801
134,BraTSReg_135,3.1666666666666665,0.6012903849283854
135,BraTSReg_136,2.3333333333333335,0.4989662170410156
136,BraTSReg_137,8.833333333333334,1.4249025980631511
137,BraTSReg_138,5.833333333333333,0.6230634053548177
138,BraTSReg_139,10.5,1.1092580159505208
139,BraTSReg_140,2.1666666666666665,0.6256205240885416
